GDP_per_capita_PPP,Population,LogPopulation,TotalGDP,LogGDPperCapita
12757.074,276758010,8.442100199192888,3530622413662.74,4.105751074747691
14951.895,88455443,7.946724561860041,1322576495914.485,4.174696238539267
12731.754,43071162,7.634186588581279,548371439078.148,4.104888238692707
118102.766,5028387,6.701428694928134,593866413218.442,5.072260069031549
46238.223,8942868,6.951476820454329,413502324843.56396,4.665001135184884
50465.086,59729300,7.776187425044766,3014244261219.8003,4.702991017692176
9577.164,2837634,6.452956379130338,27176486189.976,3.9812369243715726
44549.34,125679288,8.099263711667922,5598929332069.92,4.648841274332909
9182.496,11066310,7.044002831918587,101616347309.76,3.9629607478337423
32945.85,19743565,7.295425573867492,650468530955.25,4.517800716787108
5338.8525,53219122,7.726067705358164,284129042537.505,3.727447922483501
3049.4739,128346,5.108382338102923,391387777.1694,3.484224920646832
12362.414,1741407,6.240900285877059,21527994276.498,4.092103283415723
50689.043,4360703,6.639556508628594,221039861877.229,4.704914091899224
5736.479,6820433,6.83381194702324,39125270675.407005,3.758645408066192
8080.4355,7453143,6.872339453917105,60224641283.7765,3.907434767971368
35604.9,1885546,6.275437131969683,67134676775.4,4.551509770347099
11599.775,5718083,6.757250455005948,66328476231.325,4.06444956532984
2544.7825,2261496,6.354395823928295,5755015444.62,3.4056506695465067
1539.2089,5259278,6.720926127777705,8095127505.1742,3.187297565874685
12641.51,7135138,6.8534023771786154,90198918378.38,4.1017989525460585
46575.69,2794443,6.44629525546635,130153110890.67001,4.668159297512946
2312.7751,698214004,8.843988555161248,1614811962922.5002,3.3641334029488292
7650.304,3180606247,9.502509907604777,24332604693849.09,3.883678693048953
137947.34,640233,5.806338055544667,88318439330.22,5.139713330516837
74177.78,694363,5.8415865708609065,51506305854.14,4.870273831578504
1599.4127,29691033,7.472625307680096,47488215256.3191,3.2039605401731923
1687.5936,20047218,7.302054113062053,33831556794.604797,3.2272678697022856
29822.85,34282367,7.535070799819129,1022397888685.95,4.474549144151506
19052.623,516123,5.712753212975233,9833496940.629,4.279954774027805
2347.6274,22388587,7.350026685027567,52560060288.483795,3.370629169677522
58199.4,524335,5.719608848367043,30515982399.0,4.76491850736411
6705.8755,41346,4.616433500298332,277261128.423,3.8264554861394884
5836.566,4734824,6.675303840308794,27635112774.384,3.7661574008975016
22737.572,1279587,6.107069819207518,29094701542.764,4.3567440872954295
21031.709,127648107,8.106014378673757,2684657840824.863,4.322874564132515
3921.725,111589,5.047621385687995,437621371.025,3.5934771367132523
15682.07,3023731,6.480543152433655,47418361203.17,4.195403388083277
14792.251,3339627,6.523697963551752,49400600830.377,4.170034267471703
24509.936,603805,5.780896705016027,14799221906.480001,4.389342177229919
8623.266,36954394,7.567666084855283,318667569330.804,3.9356717828941425
1457.2354,31707757,7.5011655212142,46205665954.9978,3.1635297128292255
5178.4473,53387059,7.727435996991049,276462071533.49066,3.7141995608790186
9709.1,2810509,6.448784980358036,27287512931.9,3.9871789741768957
12196.6455,11687,4.067703044040066,142542195.9585,4.086240401071303
4546.2295,29474963,7.4694532685964425,133999946302.00851,3.6576513557329466
69323.33,17730519,7.24872144826517,1229138619708.27,4.840879416215704
48194.043,5107644,6.708220619557801,246158014564.692,4.682993360809177
7086.6226,6644688,6.822474593546699,47088396150.748795,3.850439304907455
1585.5992,24502100,7.389203308010562,38850510158.32,3.20019341802183
5491.7,218529237,8.339509549399498,1200097010832.9,3.739706804620217
22371.496,1851059,6.267420261522258,41410959014.264,4.34969502669034
89209.14,5408030,6.733039092104867,482445705394.2,4.950409352674451
38719.457,4500378,6.6532489929797185,174252192454.746,4.587929258151923
5367.2734,239477758,8.379265183611002,1285342600405.037,3.7297537180906857
15663.175,17777,4.249858472417371,278444261.97499996,4.194879800200681
5663.1216,5185289,6.714772966628155,29364922138.142403,3.7530558870091917
30932.764,4345360,6.638025762266137,134413995375.04,4.490418728160822
3976.9038,10012849,7.000557666783448,39820137236.9262,3.599545085671807
15406.167,6684130,6.825044887919979,102976823029.70999,4.1876946012225345
15282.273,33155845,7.5205601006890115,506696674835.685,4.184187953581428
8857.79,113100906,8.053466083875275,1001824074157.7401,3.9473253798410073
41774.582,38040252,7.580243385285538,1589115626474.664,4.62091211299986
38862.09,10390906,7.016653416050578,403812324153.54,4.589526153213311
40559.7,3253158,6.51230515669156,131947112532.59999,4.608094734076108
116832.57,2814939,6.449468988085967,328876557763.23004,5.067563930100526
38071.176,19248115,7.284388204744118,732798373833.24,4.5805962921656285
38938.496,145836117,8.163865092372623,5678639058460.032,4.5903791728769985
2731.09,13355214,7.125650851419504,36474291403.26,3.436336012061864
26896.617,46738,4.669670124240467,1257094085.346,4.429697658789546
19101.166,178489,5.251611456378157,3409348018.1740003,4.281059878866041
15900.977,102797,5.011980440510842,1634572732.6690001,4.201423809394243
6214.017,213745,5.329895964346141,1328215063.665,3.793372437041919
64745.133,34546,4.538397768685742,2236685364.618,4.811207127337274
5732.6943,221926,5.346208185490504,1272233915.2218,3.758358783330071
55768.234,31328320,7.495937106203369,1747125080586.88,4.746386892004587
4173.6772,17220821,7.23605385253402,71874147972.9812,3.620518856880871
23668.523,6835386,6.83476304457123,161783490754.87802,4.37417115725465
29979.828,122951,5.089732065345706,3686049832.428,4.476829136889006
2848.706,8094551,6.908192763697114,23058996001.006,3.45464763029733
131864.1,5546240,6.743998658682243,731349945984.0,5.120126574969747
40507.066,41546,4.618529216771113,1682906564.036,4.60753078758853
38437.492,5442712,6.73581535432076,209204198958.304,4.5847550427297366
46274.28,2113450,6.324991977747741,97798377066.0,4.665339670116253
2518.4216,762546,5.8822660472891055,1920412317.3936,3.401128435552136
1392.4642,17271386,7.237327190375753,24049786689.3812,3.143784038357569
13711.294,61502553,7.788893143918498,843279585933.582,4.137078443158624
48571.434,51848358,7.714735007150691,2518349098605.372,4.686380925566791
44091.11,47735610,7.678842476664015,2104716031427.1,4.644351032389643
14316.135,22700326,7.356032094152791,324980931560.01,4.155825785099261
3248.9756,48066876,7.681845897039204,156168107292.22562,3.5117464497798396
18458.234,617863,5.790892188778336,11404659833.942,4.266190147353832
63124.598,10416075,7.0177040983332635,657510547112.85,4.800198625393052
81603.21,8706973,6.939867197730534,710516946183.3301,4.911707242796352
4592.8384,21628791,7.335032244048281,99337541850.37439,3.662081164942647
3985.9126,9966868,6.99855870655519,39727064743.7368,3.600527771596314
3493.083,62830365,7.798169582667164,219471679865.295,3.543208905137716
20245.242,71727293,7.855684440798541,1452136404789.9058,4.306322972442366
2577.202,8878342,6.948331870341528,22881280759.084003,3.411148459702334
7034.925,105450,5.023046584075505,741832841.25,3.8472594717409465
30826.209,1487659,6.172503393985348,45858887254.730995,4.488920118576189
12375.343,12048573,7.080935613307213,149105223535.539,4.092557244853519
31637.53,86686206,7.937949995576651,2742537442911.1797,4.500202569982298
16434.14,7091984,6.850767747131989,116550657933.76,4.21574698234361
21192.482,45213,4.655263324557406,958175688.666,4.3261818229580955
5352.973,10167,4.007192823557041,54423676.491,3.7285950528397023
2684.9204,45910886,7.661915673972688,123267074403.4744,3.4289314146712537
17846.408,44298591,7.646389912889965,790570728811.1279,4.251550817492471
67401.125,9789001,6.990738372873096,659789680026.125,4.828667145455419
52872.195,67668749,7.830388147705297,3577795292534.055,4.7232273406037075
71318.305,340161392,8.531685020055932,24259733903880.56,4.853201012883933
46893.55,87184,4.9404367905600335,4088367263.2000003,4.6711131115414
19260.37,2826091728,9.451186253874084,54431572335219.36,4.28466462585263
29441.477,3396643,6.531049903279341,100002186761.711,4.468959593602265
9247.644,34243658,7.534580150992261,316673158441.752,3.966031102671236
3135.8367,305836,5.48548860495183,959051752.9812,3.4963534385355306
12048.902,98935054,7.995350195150873,1192058770010.708,4.080947472050467
19702.84,7954448327,9.900610064957116,156725222675148.7,4.294528830599788
3503.035,19603556,7.292334857637082,68671942792.46,3.5444444765214977
3184.7854,15797165,7.198579154338664,50310580453.39101,3.5030801736460084
